"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 20 16:49:19 GMT 2023","Thu Apr 20 16:49:21 GMT 2023","1970","TC.conduit","test_conduit","TestUserData","","","Létrehozott felhasználó adatainak módosítása",""
"passed","Thu Apr 20 16:48:24 GMT 2023","Thu Apr 20 16:48:24 GMT 2023","30","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","Oldal megnyitása és a logó megjelenésének ellenőrzése"
"passed","Thu Apr 20 16:49:06 GMT 2023","Thu Apr 20 16:49:09 GMT 2023","3933","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése",""
"failed","Thu Apr 20 16:49:00 GMT 2023","Thu Apr 20 16:49:00 GMT 2023","15","TC.conduit","test_conduit","TestUserActions","","","Cikkek listázása és mentése","A felhasználó által látható összes cikk listázása és mentése Üzenet:
Sikertelen mentés: "
"passed","Thu Apr 20 16:48:27 GMT 2023","Thu Apr 20 16:48:29 GMT 2023","2615","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó regisztrációja","Felhasználónév:testuser_020230420164827032713, email testuser_020230420164827032713@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Thu Apr 20 16:49:02 GMT 2023","Thu Apr 20 16:49:04 GMT 2023","1672","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása",""
"passed","Thu Apr 20 16:49:12 GMT 2023","Thu Apr 20 16:49:13 GMT 2023","1827","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása",""
"passed","Thu Apr 20 16:48:25 GMT 2023","Thu Apr 20 16:48:25 GMT 2023","583","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","Adatkezelési nyilatkozat megléte és elfogadása"
"passed","Thu Apr 20 16:48:51 GMT 2023","Thu Apr 20 16:48:51 GMT 2023","774","TC.conduit","test_conduit","TestLoginLogout","","","Felhasználó bejelentkezése","A létrehozott tesztelek felhasználó bejelentkeztetése"
"passed","Thu Apr 20 16:48:30 GMT 2023","Thu Apr 20 16:48:47 GMT 2023","16459","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó rögzítése","testuser_020230420164830767913 felhasználó létrehozva
testuser_120230420164830767934 felhasználó létrehozva
testuser_220230420164830767942 felhasználó létrehozva
testuser_320230420164830767948 felhasználó létrehozva
testuser_420230420164830767954 felhasználó létrehozva
testuser_520230420164830767960 felhasználó létrehozva
testuser_620230420164830767966 felhasználó létrehozva
testuser_720230420164830767972 felhasználó létrehozva
testuser_820230420164830767978 felhasználó létrehozva
testuser_920230420164830767990 felhasználó létrehozva
"
"passed","Thu Apr 20 16:48:53 GMT 2023","Thu Apr 20 16:48:54 GMT 2023","1250","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása","A dummy felhasználó bejelentkezésének elutasítása"
"passed","Thu Apr 20 16:48:55 GMT 2023","Thu Apr 20 16:48:58 GMT 2023","2889","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","A létrehozott tesztelek felhasználó kijelentkeztetése"
