"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 20 17:09:15 GMT 2023","Thu Apr 20 17:09:17 GMT 2023","1926","TC.conduit","test_conduit","TestUserData","","","Létrehozott felhasználó adatainak módosítása",""
"passed","Thu Apr 20 17:08:26 GMT 2023","Thu Apr 20 17:08:43 GMT 2023","16515","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó rögzítése","testuser_020230420170826928889 felhasználó létrehozva
testuser_120230420170826928910 felhasználó létrehozva
testuser_220230420170826928917 felhasználó létrehozva
testuser_320230420170826928924 felhasználó létrehozva
testuser_420230420170826928930 felhasználó létrehozva
testuser_520230420170826928936 felhasználó létrehozva
testuser_620230420170826928942 felhasználó létrehozva
testuser_720230420170826928948 felhasználó létrehozva
testuser_820230420170826928954 felhasználó létrehozva
testuser_920230420170826928965 felhasználó létrehozva
"
"passed","Thu Apr 20 17:08:49 GMT 2023","Thu Apr 20 17:08:50 GMT 2023","1226","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása","A dummy felhasználó bejelentkezésének elutasítása"
"passed","Thu Apr 20 17:08:56 GMT 2023","Thu Apr 20 17:08:56 GMT 2023","628","TC.conduit","test_conduit","TestUserActions","","","Cikkek listázása és mentése","A felhasználó által látható összes cikk listázása és mentése Üzenet:
Mentés megtörtént a article_previews.csv fájlba"
"passed","Thu Apr 20 17:08:51 GMT 2023","Thu Apr 20 17:08:54 GMT 2023","2852","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","A létrehozott tesztelek felhasználó kijelentkeztetése"
"passed","Thu Apr 20 17:08:21 GMT 2023","Thu Apr 20 17:08:22 GMT 2023","573","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","Adatkezelési nyilatkozat megléte és elfogadása"
"passed","Thu Apr 20 17:08:20 GMT 2023","Thu Apr 20 17:08:20 GMT 2023","21","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","Oldal megnyitása és a logó megjelenésének ellenőrzése"
"passed","Thu Apr 20 17:08:23 GMT 2023","Thu Apr 20 17:08:25 GMT 2023","2542","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó regisztrációja","Felhasználónév:testuser_020230420170823309168, email testuser_020230420170823309168@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Thu Apr 20 17:09:02 GMT 2023","Thu Apr 20 17:09:05 GMT 2023","3416","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése",""
"passed","Thu Apr 20 17:08:58 GMT 2023","Thu Apr 20 17:09:00 GMT 2023","1637","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása",""
"passed","Thu Apr 20 17:09:07 GMT 2023","Thu Apr 20 17:09:09 GMT 2023","2290","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása",""
"passed","Thu Apr 20 17:08:47 GMT 2023","Thu Apr 20 17:08:47 GMT 2023","777","TC.conduit","test_conduit","TestLoginLogout","","","Felhasználó bejelentkezése","A létrehozott tesztelek felhasználó bejelentkeztetése"
