"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 20 15:53:37 GMT 2023","Thu Apr 20 15:53:39 GMT 2023","1256","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása","A dummy felhasználó bejelentkezésének elutasítása"
"passed","Thu Apr 20 15:53:15 GMT 2023","Thu Apr 20 15:53:32 GMT 2023","16109","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó rögzítése","testuser_020230420155315950715 felhasználó létrehozva
testuser_120230420155315950739 felhasználó létrehozva
testuser_220230420155315950747 felhasználó létrehozva
testuser_320230420155315950754 felhasználó létrehozva
testuser_420230420155315950761 felhasználó létrehozva
testuser_520230420155315950768 felhasználó létrehozva
testuser_620230420155315950774 felhasználó létrehozva
testuser_720230420155315950781 felhasználó létrehozva
testuser_820230420155315950788 felhasználó létrehozva
testuser_920230420155315950801 felhasználó létrehozva
"
"passed","Thu Apr 20 15:53:35 GMT 2023","Thu Apr 20 15:53:36 GMT 2023","797","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó bejelentkezése","A létrehozott tesztelek felhasználó bejelentkeztetése"
"passed","Thu Apr 20 15:53:40 GMT 2023","Thu Apr 20 15:53:43 GMT 2023","2866","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","A létrehozott tesztelek felhasználó kijelentkeztetése"
"passed","Thu Apr 20 15:53:09 GMT 2023","Thu Apr 20 15:53:09 GMT 2023","27","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","Oldal megnyitása és a logó megjelenésének ellenőrzése"
"passed","Thu Apr 20 15:53:51 GMT 2023","Thu Apr 20 15:53:54 GMT 2023","3488","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése",""
"passed","Thu Apr 20 15:53:10 GMT 2023","Thu Apr 20 15:53:11 GMT 2023","581","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","Adatkezelési nyilatkozat megléte és elfogadása"
"passed","Thu Apr 20 15:53:56 GMT 2023","Thu Apr 20 15:53:58 GMT 2023","2314","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása",""
"passed","Thu Apr 20 15:53:12 GMT 2023","Thu Apr 20 15:53:14 GMT 2023","2604","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó rögzítése","Felhasználónév:testuser_020230420155312225867, email testuser_020230420155312225867@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Thu Apr 20 15:53:47 GMT 2023","Thu Apr 20 15:53:49 GMT 2023","1184","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása",""
"passed","Thu Apr 20 15:54:04 GMT 2023","Thu Apr 20 15:54:06 GMT 2023","2012","TC.conduit","test_conduit","TestUserData","","","Random létrehozott user adatainak módosítása",""
"passed","Thu Apr 20 15:53:45 GMT 2023","Thu Apr 20 15:53:45 GMT 2023","671","TC.conduit","test_conduit","TestUserActions","","","Cikkek listázása és mentése","A felhasználó által látható összes cikk listázása és mentése Üzenet:
Mentés megtörtént a article_previews.csv fájlba"
