"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Apr 20 14:31:29 GMT 2023","Thu Apr 20 14:31:29 GMT 2023","21","TC.conduit","test_conduit","TestUserActions","","","Cikkek listázása és mentése","A felhasználó által látható összes cikk listázása és mentése Üzenet:
Sikertelen mentés: "
"passed","Thu Apr 20 14:31:50 GMT 2023","Thu Apr 20 14:31:52 GMT 2023","2259","TC.conduit","test_conduit","TestUserData","","","Random létrehozott user adatainak módosítása",""
"passed","Thu Apr 20 14:30:58 GMT 2023","Thu Apr 20 14:31:17 GMT 2023","18953","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó rögzítése","testuser_020230420143058427863 felhasználó létrehozva
testuser_120230420143058427891 felhasználó létrehozva
testuser_220230420143058427899 felhasználó létrehozva
testuser_320230420143058427906 felhasználó létrehozva
testuser_420230420143058427912 felhasználó létrehozva
testuser_520230420143058427918 felhasználó létrehozva
testuser_620230420143058427924 felhasználó létrehozva
testuser_720230420143058427930 felhasználó létrehozva
testuser_820230420143058427936 felhasználó létrehozva
testuser_920230420143058427953 felhasználó létrehozva
"
"passed","Thu Apr 20 14:30:54 GMT 2023","Thu Apr 20 14:30:57 GMT 2023","2893","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó rögzítése","Felhasználónév:testuser_020230420143054324598, email testuser_020230420143054324598@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Thu Apr 20 14:31:26 GMT 2023","Thu Apr 20 14:31:27 GMT 2023","1028","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","A létrehozott tesztelek felhasználó kijelentkeztetése"
"passed","Thu Apr 20 14:31:35 GMT 2023","Thu Apr 20 14:31:38 GMT 2023","3326","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése",""
"passed","Thu Apr 20 14:31:23 GMT 2023","Thu Apr 20 14:31:25 GMT 2023","1331","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása","A dummy felhasználó bejelentkezésének elutasítása"
"passed","Thu Apr 20 14:31:21 GMT 2023","Thu Apr 20 14:31:22 GMT 2023","900","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó bejelentkezése","A létrehozott tesztelek felhasználó bejelentkeztetése"
"passed","Thu Apr 20 14:31:31 GMT 2023","Thu Apr 20 14:31:33 GMT 2023","1520","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása",""
"passed","Thu Apr 20 14:30:51 GMT 2023","Thu Apr 20 14:30:51 GMT 2023","31","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","Oldal megnyitása és a logó megjelenésének ellenőrzése"
"passed","Thu Apr 20 14:31:41 GMT 2023","Thu Apr 20 14:31:43 GMT 2023","2520","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása",""
"passed","Thu Apr 20 14:30:52 GMT 2023","Thu Apr 20 14:30:53 GMT 2023","97","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","Adatkezelési nyilatkozat megléte és elfogadása"
