"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 17 07:57:20 GMT 2023","Wed May 17 07:57:22 GMT 2023","1639","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása","1. Felhasználó bejelentkezés 
2. Új cikk létrehozása generált adatokkal."
"passed","Wed May 17 07:56:44 GMT 2023","Wed May 17 07:57:01 GMT 2023","17560","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó regisztrációja","testuser_020230517075644005190 felhasználó létrehozva
testuser_120230517075644005214 felhasználó létrehozva
testuser_220230517075644005223 felhasználó létrehozva
testuser_320230517075644005230 felhasználó létrehozva
testuser_420230517075644005237 felhasználó létrehozva
testuser_520230517075644005243 felhasználó létrehozva
testuser_620230517075644005250 felhasználó létrehozva
testuser_720230517075644005257 felhasználó létrehozva
testuser_820230517075644005263 felhasználó létrehozva
testuser_920230517075644005270 felhasználó létrehozva
"
"passed","Wed May 17 07:57:38 GMT 2023","Wed May 17 07:57:40 GMT 2023","2096","TC.conduit","test_conduit","TestUserData","","","Létrehozott felhasználó adatainak módosítása","1. Új Felhasználó létrehozása 
2. Bejelentkezés 
3. E-mail cím módosítása
4. E-mail cím ellenőrzése adatbázisban"
"passed","Wed May 17 07:56:37 GMT 2023","Wed May 17 07:56:37 GMT 2023","28","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","1. Oldal megnyitása 
 Logó megjelenésének ellenőrzése"
"passed","Wed May 17 07:57:07 GMT 2023","Wed May 17 07:57:08 GMT 2023","1287","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása"," 1. A dummy felhasználó bejelentkezésének elutasítása"
"passed","Wed May 17 07:57:05 GMT 2023","Wed May 17 07:57:06 GMT 2023","807","TC.conduit","test_conduit","TestLoginLogout","","","Felhasználó bejelentkezése","1. A létrehozott tesztelek felhasználó bejelentkeztetése"
"passed","Wed May 17 07:56:38 GMT 2023","Wed May 17 07:56:38 GMT 2023","599","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","1. Adatkezelési nyilatkozat megléte 
2. Annak elfogadása"
"passed","Wed May 17 07:57:24 GMT 2023","Wed May 17 07:57:28 GMT 2023","3963","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése","1. Felhasználó bejelentkezés 
2. Új cikk létrehozása generált adatokkal.
3. Cikk törlése"
"passed","Wed May 17 07:57:10 GMT 2023","Wed May 17 07:57:13 GMT 2023","2917","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","1. A létrehozott tesztelek felhasználó kijelentkeztetése"
"passed","Wed May 17 07:56:40 GMT 2023","Wed May 17 07:56:42 GMT 2023","2655","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó regisztrációja","Felhasználónév:testuser_020230517075640215179, email testuser_020230517075640215179@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Wed May 17 07:57:17 GMT 2023","Wed May 17 07:57:18 GMT 2023","739","TC.conduit","test_conduit","TestUserActions","","","Cikk előnézetek listázása és mentése","1. Felhasználó bejelentkezés 
2. A felhasználó által látható összes cikk listázása
3. A felhasználó által látható összes cikk előnézetének listázása és mentése fájlba Üzenet:
Mentés megtörtént a article_previews.csv fájlba"
"passed","Wed May 17 07:57:15 GMT 2023","Wed May 17 07:57:15 GMT 2023","735","TC.conduit","test_conduit","TestUserActions","","","Cikk előnézetek listázása ","1. Felhasználó bejelentkezés 
2. A felhasználó által látható összes cikk listázása Üzenet:
[('testuser1', 'Lorem ipsum dolor sit amet', 'consectetur adipiscing elit', 'May 17, 2023'), ('testuser2', 'In nisl nisi scelerisque eu', 'ultrices vitae auctor eu.', 'May 17, 2023'), ('testuser1', 'Urna nunc id cursus metus.', 'Id leo in vitae turpis massa.', 'May 17, 2023'), ('testuser1', 'Egestas egestas', 'fringilla phasellus faucibus scelerisque', 'May 17, 2023'), ('testuser3', 'Laoreet suspendisse interdum', 'consectetur libero id faucibus nisl tincidunt', 'May 17, 2023'), ('testuser1', 'Nibh praesent tristique magna', 'sit amet purus gravida quis', 'May 17, 2023'), ('testuser2', 'Eget mi proin sed libero', 'enim sed faucibus turpis in', 'May 17, 2023'), ('testuser1', 'Nunc lobortis mattis aliquam', 'faucibus purus in massa tempor', 'May 17, 2023'), ('testuser4', 'Cras sed felis eget velit', 'velit aliquet sagittis', 'May 17, 2023'), ('testuser4', 'Elementum facilisis leo vel fringilla', 'est ullamcorper eget nulla', 'May 17, 2023'), ('testuser4', 'Mi eget mauris pharetra et', 'A erat nam at lectus urna duis convallis', 'May 17, 2023'), ('testuser4', 'Mi eget mauris pharetra et', 'A erat nam at lectus urna duis convallis', 'May 17, 2023')]"
"passed","Wed May 17 07:57:30 GMT 2023","Wed May 17 07:57:32 GMT 2023","2035","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása","1. Felhasználó bejelentkezés 
2. Új cikk létrehozása generált adatokkal.
3. Cikk módosítása"
