"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 20 15:36:50 GMT 2023","Thu Apr 20 15:36:53 GMT 2023","2770","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó rögzítése","Felhasználónév:testuser_020230420153650476651, email testuser_020230420153650476651@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Thu Apr 20 15:37:15 GMT 2023","Thu Apr 20 15:37:16 GMT 2023","859","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó bejelentkezése","A létrehozott tesztelek felhasználó bejelentkeztetése"
"passed","Thu Apr 20 15:37:45 GMT 2023","Thu Apr 20 15:37:47 GMT 2023","2033","TC.conduit","test_conduit","TestUserData","","","Random létrehozott user adatainak módosítása",""
"passed","Thu Apr 20 15:36:49 GMT 2023","Thu Apr 20 15:36:49 GMT 2023","135","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","Adatkezelési nyilatkozat megléte és elfogadása"
"passed","Thu Apr 20 15:36:47 GMT 2023","Thu Apr 20 15:36:47 GMT 2023","51","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","Oldal megnyitása és a logó megjelenésének ellenőrzése"
"passed","Thu Apr 20 15:36:54 GMT 2023","Thu Apr 20 15:37:11 GMT 2023","17326","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó rögzítése","testuser_020230420153654380747 felhasználó létrehozva
testuser_120230420153654380774 felhasználó létrehozva
testuser_220230420153654380782 felhasználó létrehozva
testuser_320230420153654380788 felhasználó létrehozva
testuser_420230420153654380794 felhasználó létrehozva
testuser_520230420153654380800 felhasználó létrehozva
testuser_620230420153654380806 felhasználó létrehozva
testuser_720230420153654380812 felhasználó létrehozva
testuser_820230420153654380817 felhasználó létrehozva
testuser_920230420153654380829 felhasználó létrehozva
"
"passed","Thu Apr 20 15:37:31 GMT 2023","Thu Apr 20 15:37:34 GMT 2023","3060","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése",""
"passed","Thu Apr 20 15:37:25 GMT 2023","Thu Apr 20 15:37:25 GMT 2023","698","TC.conduit","test_conduit","TestUserActions","","","Cikkek listázása és mentése","A felhasználó által látható összes cikk listázása és mentése Üzenet:
Mentés megtörtént a article_previews.csv fájlba"
"passed","Thu Apr 20 15:37:17 GMT 2023","Thu Apr 20 15:37:19 GMT 2023","1255","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása","A dummy felhasználó bejelentkezésének elutasítása"
"passed","Thu Apr 20 15:37:27 GMT 2023","Thu Apr 20 15:37:29 GMT 2023","1695","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása",""
"passed","Thu Apr 20 15:37:36 GMT 2023","Thu Apr 20 15:37:39 GMT 2023","2771","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása",""
"passed","Thu Apr 20 15:37:20 GMT 2023","Thu Apr 20 15:37:23 GMT 2023","2911","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","A létrehozott tesztelek felhasználó kijelentkeztetése"
