"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 20 16:01:49 GMT 2023","Thu Apr 20 16:01:50 GMT 2023","1316","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása",""
"passed","Thu Apr 20 16:01:09 GMT 2023","Thu Apr 20 16:01:09 GMT 2023","52","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","Oldal megnyitása és a logó megjelenésének ellenőrzése"
"passed","Thu Apr 20 16:01:58 GMT 2023","Thu Apr 20 16:02:01 GMT 2023","2416","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása",""
"passed","Thu Apr 20 16:01:16 GMT 2023","Thu Apr 20 16:01:32 GMT 2023","16625","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó rögzítése","testuser_020230420160116063880 felhasználó létrehozva
testuser_120230420160116063907 felhasználó létrehozva
testuser_220230420160116063916 felhasználó létrehozva
testuser_320230420160116063923 felhasználó létrehozva
testuser_420230420160116063930 felhasználó létrehozva
testuser_520230420160116063937 felhasználó létrehozva
testuser_620230420160116063943 felhasználó létrehozva
testuser_720230420160116063950 felhasználó létrehozva
testuser_820230420160116063957 felhasználó létrehozva
testuser_920230420160116063971 felhasználó létrehozva
"
"passed","Thu Apr 20 16:01:12 GMT 2023","Thu Apr 20 16:01:14 GMT 2023","2886","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó rögzítése","Felhasználónév:testuser_020230420160112028702, email testuser_020230420160112028702@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Thu Apr 20 16:01:52 GMT 2023","Thu Apr 20 16:01:56 GMT 2023","3964","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése",""
"passed","Thu Apr 20 16:01:41 GMT 2023","Thu Apr 20 16:01:44 GMT 2023","2917","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","A létrehozott tesztelek felhasználó kijelentkeztetése"
"passed","Thu Apr 20 16:01:46 GMT 2023","Thu Apr 20 16:01:47 GMT 2023","790","TC.conduit","test_conduit","TestUserActions","","","Cikkek listázása és mentése","A felhasználó által látható összes cikk listázása és mentése Üzenet:
Mentés megtörtént a article_previews.csv fájlba"
"passed","Thu Apr 20 16:01:38 GMT 2023","Thu Apr 20 16:01:40 GMT 2023","1266","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása","A dummy felhasználó bejelentkezésének elutasítása"
"passed","Thu Apr 20 16:01:36 GMT 2023","Thu Apr 20 16:01:37 GMT 2023","861","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó bejelentkezése","A létrehozott tesztelek felhasználó bejelentkeztetése"
"passed","Thu Apr 20 16:01:10 GMT 2023","Thu Apr 20 16:01:10 GMT 2023","151","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","Adatkezelési nyilatkozat megléte és elfogadása"
"passed","Thu Apr 20 16:02:07 GMT 2023","Thu Apr 20 16:02:09 GMT 2023","2102","TC.conduit","test_conduit","TestUserData","","","Random létrehozott user adatainak módosítása",""
