"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Apr 20 15:17:51 GMT 2023","Thu Apr 20 15:17:51 GMT 2023","33","TC.conduit","test_conduit","TestUserActions","","","Cikkek listázása és mentése","A felhasználó által látható összes cikk listázása és mentése Üzenet:
Sikertelen mentés: "
"passed","Thu Apr 20 15:18:10 GMT 2023","Thu Apr 20 15:18:12 GMT 2023","1917","TC.conduit","test_conduit","TestUserData","","","Random létrehozott user adatainak módosítása",""
"passed","Thu Apr 20 15:17:42 GMT 2023","Thu Apr 20 15:17:42 GMT 2023","783","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó bejelentkezése","A létrehozott tesztelek felhasználó bejelentkeztetése"
"passed","Thu Apr 20 15:17:17 GMT 2023","Thu Apr 20 15:17:19 GMT 2023","2572","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó rögzítése","Felhasználónév:testuser_020230420151717335334, email testuser_020230420151717335334@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Thu Apr 20 15:17:56 GMT 2023","Thu Apr 20 15:17:59 GMT 2023","3383","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése",""
"passed","Thu Apr 20 15:17:53 GMT 2023","Thu Apr 20 15:17:54 GMT 2023","1171","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása",""
"passed","Thu Apr 20 15:17:44 GMT 2023","Thu Apr 20 15:17:45 GMT 2023","1239","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása","A dummy felhasználó bejelentkezésének elutasítása"
"passed","Thu Apr 20 15:18:01 GMT 2023","Thu Apr 20 15:18:04 GMT 2023","2632","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása",""
"passed","Thu Apr 20 15:17:14 GMT 2023","Thu Apr 20 15:17:14 GMT 2023","23","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","Oldal megnyitása és a logó megjelenésének ellenőrzése"
"passed","Thu Apr 20 15:17:46 GMT 2023","Thu Apr 20 15:17:49 GMT 2023","2876","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","A létrehozott tesztelek felhasználó kijelentkeztetése"
"passed","Thu Apr 20 15:17:20 GMT 2023","Thu Apr 20 15:17:38 GMT 2023","17420","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó rögzítése","testuser_020230420151720991948 felhasználó létrehozva
testuser_120230420151720991970 felhasználó létrehozva
testuser_220230420151720991977 felhasználó létrehozva
testuser_320230420151720991983 felhasználó létrehozva
testuser_420230420151720991990 felhasználó létrehozva
testuser_520230420151720991996 felhasználó létrehozva
testuser_620230420151720992001 felhasználó létrehozva
testuser_720230420151720992008 felhasználó létrehozva
testuser_820230420151720992014 felhasználó létrehozva
testuser_920230420151720992025 felhasználó létrehozva
"
"passed","Thu Apr 20 15:17:15 GMT 2023","Thu Apr 20 15:17:16 GMT 2023","574","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","Adatkezelési nyilatkozat megléte és elfogadása"
