"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 20 14:03:31 GMT 2023","Thu Apr 20 14:03:33 GMT 2023","1886","TC.conduit","test_conduit","TestUserData","","","Random létrehozott user adatainak módosítása",""
"passed","Thu Apr 20 14:02:40 GMT 2023","Thu Apr 20 14:02:42 GMT 2023","2755","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó rögzítése","Felhasználónév:testuser_020230420140240128856, email testuser_020230420140240128856@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Thu Apr 20 14:03:18 GMT 2023","Thu Apr 20 14:03:21 GMT 2023","2991","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése",""
"passed","Thu Apr 20 14:03:14 GMT 2023","Thu Apr 20 14:03:16 GMT 2023","1237","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása",""
"passed","Thu Apr 20 14:03:07 GMT 2023","Thu Apr 20 14:03:08 GMT 2023","1261","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása","A dummy felhasználó bejelentkezésének elutasítása"
"passed","Thu Apr 20 14:03:05 GMT 2023","Thu Apr 20 14:03:06 GMT 2023","766","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó bejelentkezése","A létrehozott tesztelek felhasználó bejelentkeztetése"
"passed","Thu Apr 20 14:02:44 GMT 2023","Thu Apr 20 14:03:01 GMT 2023","17667","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó rögzítése","testuser_020230420140244107726 felhasználó létrehozva
testuser_120230420140244107748 felhasználó létrehozva
testuser_220230420140244107755 felhasználó létrehozva
testuser_320230420140244107761 felhasználó létrehozva
testuser_420230420140244107767 felhasználó létrehozva
testuser_520230420140244107773 felhasználó létrehozva
testuser_620230420140244107779 felhasználó létrehozva
testuser_720230420140244107784 felhasználó létrehozva
testuser_820230420140244107790 felhasználó létrehozva
testuser_920230420140244107801 felhasználó létrehozva
"
"passed","Thu Apr 20 14:03:23 GMT 2023","Thu Apr 20 14:03:24 GMT 2023","1884","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása",""
"passed","Thu Apr 20 14:03:10 GMT 2023","Thu Apr 20 14:03:10 GMT 2023","880","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","A létrehozott tesztelek felhasználó kijelentkeztetése"
"passed","Thu Apr 20 14:02:37 GMT 2023","Thu Apr 20 14:02:37 GMT 2023","45","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","Oldal megnyitása és a logó megjelenésének ellenőrzése"
"passed","Thu Apr 20 14:02:38 GMT 2023","Thu Apr 20 14:02:39 GMT 2023","117","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","Adatkezelési nyilatkozat megléte és elfogadása"
"failed","Thu Apr 20 14:03:12 GMT 2023","Thu Apr 20 14:03:12 GMT 2023","20","TC.conduit","test_conduit","TestUserActions","","","Cikkek listázása és mentése","A felhasználó által látható összes cikk listázása és mentése
Üzenet:
Sikertelen mentés: WebDriver.find_element() takes from 1 to 3 positional arguments but 66 were given"
