"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 20 16:38:30 GMT 2023","Thu Apr 20 16:38:32 GMT 2023","1370","TC.conduit","test_conduit","TestLoginLogout","","","Nem létező felhasználó bejelentkezésének visszautasítása","A dummy felhasználó bejelentkezésének elutasítása"
"passed","Thu Apr 20 16:37:55 GMT 2023","Thu Apr 20 16:37:55 GMT 2023","64","TC.conduit","test_conduit","TestMain","","","Conduit megjelenítése","Oldal megnyitása és a logó megjelenésének ellenőrzése"
"passed","Thu Apr 20 16:38:59 GMT 2023","Thu Apr 20 16:39:02 GMT 2023","2296","TC.conduit","test_conduit","TestUserData","","","Létrehozott felhasználó adatainak módosítása",""
"passed","Thu Apr 20 16:38:45 GMT 2023","Thu Apr 20 16:38:48 GMT 2023","3086","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk törlése",""
"failed","Thu Apr 20 16:38:38 GMT 2023","Thu Apr 20 16:38:38 GMT 2023","24","TC.conduit","test_conduit","TestUserActions","","","Cikkek listázása és mentése","A felhasználó által látható összes cikk listázása és mentése Üzenet:
Sikertelen mentés: "
"passed","Thu Apr 20 16:38:28 GMT 2023","Thu Apr 20 16:38:29 GMT 2023","908","TC.conduit","test_conduit","TestLoginLogout","","","Felhasználó bejelentkezése","A létrehozott tesztelek felhasználó bejelentkeztetése"
"passed","Thu Apr 20 16:37:58 GMT 2023","Thu Apr 20 16:38:02 GMT 2023","4130","TC.conduit","test_conduit","TestRegistration","","","Új felhasználó regisztrációja","Felhasználónév:testuser_020230420163758749424, email testuser_020230420163758749424@testmail.com,
 jelszó Password_01. rögzítve"
"passed","Thu Apr 20 16:38:33 GMT 2023","Thu Apr 20 16:38:36 GMT 2023","2997","TC.conduit","test_conduit","TestLoginLogout","","","Létező felhasználó kijelentkezése","A létrehozott tesztelek felhasználó kijelentkeztetése"
"passed","Thu Apr 20 16:38:04 GMT 2023","Thu Apr 20 16:38:24 GMT 2023","19973","TC.conduit","test_conduit","TestRegistration","","","10 új felhasználó rögzítése","testuser_020230420163804126453 felhasználó létrehozva
testuser_120230420163804126479 felhasználó létrehozva
testuser_220230420163804126488 felhasználó létrehozva
testuser_320230420163804126495 felhasználó létrehozva
testuser_420230420163804126502 felhasználó létrehozva
testuser_520230420163804126509 felhasználó létrehozva
testuser_620230420163804126516 felhasználó létrehozva
testuser_720230420163804126523 felhasználó létrehozva
testuser_820230420163804126529 felhasználó létrehozva
testuser_920230420163804126545 felhasználó létrehozva
"
"passed","Thu Apr 20 16:38:41 GMT 2023","Thu Apr 20 16:38:42 GMT 2023","1537","TC.conduit","test_conduit","TestArticle","","","Random cikk létrehozása",""
"passed","Thu Apr 20 16:38:50 GMT 2023","Thu Apr 20 16:38:53 GMT 2023","2842","TC.conduit","test_conduit","TestArticle","","","Létrehozott cikk módosítása",""
"passed","Thu Apr 20 16:37:57 GMT 2023","Thu Apr 20 16:37:57 GMT 2023","168","TC.conduit","test_conduit","TestMain","","","Conduit adatkezelési nyilatkozat","Adatkezelési nyilatkozat megléte és elfogadása"
